timestamp,pair,policy,fold,seed,action_index,action_label,position_value,equity,position_value/equity,inventory_units,turnover_this_bar,grid_active,grid_levels_crossed_this_bar
2025-01-13T23:00:00+00:00,ETHUSDT,untrained,0,42,1,grid_1,0.0,10000.0,0.0,0.0,0.0,True,0
2025-01-14T00:00:00+00:00,ETHUSDT,untrained,0,42,8,swing_1.5,9988.769980015999,9979.770980016,1.0009017240994829,3.1869221133956542,9999.0,False,0
2025-01-14T01:00:00+00:00,ETHUSDT,untrained,0,42,5,trend_1.5,9995.392086947997,9976.422521063065,1.0019014397039503,3.1837325727971146,19967.542982933996,False,0
2025-01-14T02:00:00+00:00,ETHUSDT,untrained,0,42,2,grid_1.5,0.0,9966.427128976116,0.0,0.0,9995.392086947997,True,0
2025-01-14T03:00:00+00:00,ETHUSDT,untrained,0,42,2,grid_1.5,0.0,9966.427128976116,0.0,0.0,0.0,True,0
2025-01-14T04:00:00+00:00,ETHUSDT,untrained,0,42,2,grid_1.5,0.0,9966.427128976116,0.0,0.0,0.0,True,0
2025-01-14T05:00:00+00:00,ETHUSDT,untrained,0,42,2,grid_1.5,0.0,9966.427128976116,0.0,0.0,0.0,True,0
2025-01-14T06:00:00+00:00,ETHUSDT,untrained,0,42,2,grid_1.5,0.0,9966.427128976116,0.0,0.0,0.0,True,0
2025-01-14T07:00:00+00:00,ETHUSDT,untrained,0,42,2,grid_1.5,0.0,9966.427128976116,0.0,0.0,0.0,True,0
2025-01-14T08:00:00+00:00,ETHUSDT,untrained,0,42,2,grid_1.5,0.0,9966.427128976116,0.0,0.0,0.0,True,0
2025-01-14T09:00:00+00:00,ETHUSDT,untrained,0,42,5,trend_1.5,10153.578545026476,10144.609757253109,1.0008840939166688,3.1300625314133574,9965.43048626322,False,0
2025-01-14T10:00:00+00:00,ETHUSDT,untrained,0,42,2,grid_1.5,0.0,10134.456178708082,0.0,0.0,10153.578545026476,True,0
2025-01-14T11:00:00+00:00,ETHUSDT,untrained,0,42,2,grid_1.5,0.0,10134.456178708082,0.0,0.0,0.0,True,0
2025-01-14T12:00:00+00:00,ETHUSDT,untrained,0,42,2,grid_1.5,1511.8299767550468,10124.59756023011,0.14932247605510615,0.47492240074986075,1520.1684268062124,True,1
2025-01-14T13:00:00+00:00,ETHUSDT,untrained,0,42,2,grid_1.5,3046.2846078363345,10138.843867642845,0.3004568023340671,0.9493828054465467,1518.6896340345165,True,1
2025-01-14T14:00:00+00:00,ETHUSDT,untrained,0,42,2,grid_1.5,4546.411761396356,10116.623614476293,0.44940010962656635,1.4245108227313152,1520.8265801464267,True,1
2025-01-14T15:00:00+00:00,ETHUSDT,untrained,0,42,2,grid_1.5,6074.467935154275,10125.668752520598,0.599907826694622,1.8985975511898219,1517.493542171444,True,1
2025-01-14T16:00:00+00:00,ETHUSDT,untrained,0,42,2,grid_1.5,7572.896624303041,10103.728278478397,0.7495150716229976,2.373108154259789,1518.8503128780899,True,1
2025-01-14T17:00:00+00:00,ETHUSDT,untrained,0,42,2,grid_1.5,9144.956895877276,10158.7137490391,0.900208148570215,2.8465905795546527,1515.5592417717596,True,1
2025-01-14T18:00:00+00:00,ETHUSDT,untrained,0,42,0,grid_0.5,9180.283084969551,10194.039938131375,0.9005539649329988,2.8465905795546527,0.0,True,0
2025-01-14T19:00:00+00:00,ETHUSDT,untrained,0,42,0,grid_0.5,9150.023827108886,10163.78068027071,0.900257897621732,2.8465905795546527,0.0,True,0
2025-01-14T20:00:00+00:00,ETHUSDT,untrained,0,42,0,grid_0.5,9684.579763077478,10189.639393191752,0.9504340035377766,3.0053561161968814,508.1890340135355,True,1
2025-01-14T21:00:00+00:00,ETHUSDT,untrained,0,42,0,grid_0.5,9665.345483933817,10170.405114048091,0.9503402642814445,3.0053561161968814,0.0,True,0
2025-01-14T22:00:00+00:00,ETHUSDT,untrained,0,42,0,grid_0.5,9723.559231904552,10228.618862018824,0.9506228908391853,3.0053561161968814,0.0,True,0
2025-01-14T23:00:00+00:00,ETHUSDT,untrained,0,42,0,grid_0.5,9694.166849088148,10199.22647920242,0.9504805946662567,3.0053561161968814,0.0,True,0
2025-01-15T00:00:00+00:00,ETHUSDT,untrained,0,42,0,grid_0.5,9682.62628160195,10187.685911716224,0.9504244992934621,3.0053561161968814,0.0,True,0
2025-01-15T01:00:00+00:00,ETHUSDT,untrained,0,42,0,grid_0.5,9708.292022834272,10213.351652948546,0.9505490805294591,3.0053561161968814,0.0,True,0
2025-01-15T02:00:00+00:00,ETHUSDT,untrained,0,42,0,grid_0.5,9656.479683391039,10161.539313505313,0.9502969368584719,3.0053561161968814,0.0,True,0
2025-01-15T03:00:00+00:00,ETHUSDT,untrained,0,42,5,trend_1.5,10248.116875131322,10229.316026219707,1.0018379380266895,3.1622279984606596,19817.002842964997,False,0
2025-01-15T04:00:00+00:00,ETHUSDT,untrained,0,42,5,trend_1.5,10202.644036513457,10183.843187601842,1.0018461447771019,3.1622279984606596,0.0,False,0
2025-01-15T05:00:00+00:00,ETHUSDT,untrained,0,42,5,trend_1.5,10215.00834798744,10196.207499075825,1.0018439060712838,3.1622279984606596,0.0,False,0
2025-01-15T06:00:00+00:00,ETHUSDT,untrained,0,42,5,trend_1.5,10214.913481147483,10196.11263223587,1.001843923227385,3.1622279984606596,0.0,False,0
2025-01-15T07:00:00+00:00,ETHUSDT,untrained,0,42,5,trend_1.5,10224.43178742285,10205.630938511238,1.0018422034879457,3.1622279984606596,0.0,False,0
2025-01-15T08:00:00+00:00,ETHUSDT,untrained,0,42,5,trend_1.5,10222.313094663883,10203.512245752268,1.0018425860094833,3.1622279984606596,0.0,False,0
2025-01-15T09:00:00+00:00,ETHUSDT,untrained,0,42,5,trend_1.5,10117.61172563485,10098.810876723235,1.0018616893752261,3.1622279984606596,0.0,False,0
2025-01-15T10:00:00+00:00,ETHUSDT,untrained,0,42,5,trend_1.5,10149.170761059488,10130.369912147873,1.0018558896737886,3.1622279984606596,0.0,False,0
